nodos,ejes,bellman,dijkstra_basico,dijkstra_prioridad 
613, 612,3180.97 ,11197.1 ,1690.45
614, 613,2148.4 ,11152 ,1542.47
615, 614,2078.21 ,11270.3 ,1644.4
616, 615,997.325 ,11132.3 ,1157.01
617, 616,1918.16 ,11401 ,1704.59
618, 617,1099.26 ,11260.2 ,1402.41
619, 618,1513.56 ,11351.6 ,1491.08
620, 619,1810.77 ,11391 ,1513.94
621, 620,1844.37 ,11526.5 ,1553.34
622, 621,1973.39 ,11575.1 ,1569.96
623, 622,1878.2 ,11668.6 ,1622.24
624, 623,1941.05 ,11735.9 ,1650.76
625, 624,2124.66 ,11788 ,1663.85
626, 625,2130.64 ,11876.3 ,1707.41
627, 626,1715.79 ,11822.8 ,1591.68
628, 627,2301.77 ,11924.7 ,1635.42
629, 628,1720.76 ,12049.9 ,1710.31
630, 629,1110.96 ,11806.7 ,1334.45
631, 630,1680.88 ,12145.9 ,1653.97
632, 631,2251.57 ,12048.5 ,1548.17
633, 632,1975.08 ,12281.2 ,1761.7
634, 633,578.919 ,11840.5 ,1068.91
635, 634,1576.53 ,12332.5 ,1701.89
636, 635,1583.79 ,12316.3 ,1615.43
637, 636,590.842 ,11969.9 ,1056.5
638, 637,1852.05 ,12337 ,1476.7
639, 638,1115.01 ,12240.5 ,1286.52
640, 639,610.712 ,12234.9 ,1110.26
641, 640,1762.43 ,12572.3 ,1562.05
642, 641,572.971 ,12070.9 ,1020.2
643, 642,1402.15 ,12789.6 ,1692.19
644, 643,1464.14 ,12744.3 ,1572.99
645, 644,4070.39 ,12980.8 ,1843.7
646, 645,637.678 ,12583.4 ,1132.36
647, 646,2205.93 ,13103.1 ,1882.6
648, 647,1511.92 ,13092.4 ,1734.98
649, 648,2272.78 ,13210.1 ,1815.48
650, 649,1350.55 ,12914.6 ,1310.94
651, 650,1652.12 ,13185.4 ,1636.39
652, 651,1851.47 ,13264.4 ,1711.07
653, 652,2002.28 ,13321.5 ,1715.4
654, 653,648.02 ,12813.6 ,1095.84
655, 654,1896.7 ,13572.3 ,1897.1
656, 655,1559.62 ,13524.4 ,1745.93
657, 656,1156.18 ,13276.4 ,1333.07
658, 657,1678.88 ,13648 ,1808.85
659, 658,1842.16 ,13762 ,1842.04
660, 659,2050.86 ,13867.7 ,1887.27
661, 660,2183.84 ,13850.4 ,1837.56
662, 661,2111.87 ,13990.2 ,1939.15
663, 662,1866.61 ,13944.7 ,1817.68
664, 663,1330.3 ,13595.4 ,1355.25
665, 664,1188.2 ,13890.5 ,1561.54
666, 665,1860.49 ,14004 ,1686.96
667, 666,2943.92 ,14320.6 ,1968.89
668, 667,1335.91 ,14052.6 ,1425.25
669, 668,1683.99 ,14197 ,1685.07
670, 669,1941.83 ,14439.8 ,1907.09
671, 670,1931.1 ,14338.8 ,1723.16
672, 671,1362.49 ,14821.3 ,1820.21
673, 672,2305.95 ,14679.4 ,1976.95
674, 673,1539.34 ,14441 ,1536.75
675, 674,2134.47 ,14836.2 ,2020.85
676, 675,2151.55 ,14873.3 ,2008.21
677, 676,1872.34 ,14781.8 ,1823.37
678, 677,1764.42 ,14640.2 ,1505.23
679, 678,2209.35 ,14963 ,1924.09
680, 679,1887.07 ,15035 ,1865.64
681, 680,514.674 ,14336 ,1121.05
682, 681,665.985 ,14515.1 ,1190.44
683, 682,2050.87 ,15126 ,1821.16
684, 683,2526.1 ,15214.8 ,1805.74
685, 684,1590.77 ,15159.3 ,1656.7
686, 685,2121.23 ,15524.5 ,2040.96
687, 686,2776.56 ,15472.6 ,1928.46
688, 687,2410.15 ,15571.7 ,1973.15
689, 688,702.801 ,15022.1 ,1252.36
690, 689,1531.68 ,15664.6 ,1893
691, 690,1393.37 ,15360.7 ,1483.05
692, 691,1546.32 ,15493.6 ,1516.93
693, 692,3349.62 ,15953 ,2100.04
694, 693,1616.36 ,15543.6 ,1572.48
695, 694,1860.41 ,15924.7 ,1858.75
696, 695,3460.17 ,16214.2 ,2120.57
697, 696,2670.15 ,16191 ,2023.56
698, 697,2116.26 ,16040.3 ,1787.52
699, 698,1643.62 ,16201.3 ,1810.28
700, 699,1518.36 ,16253 ,1771.07
701, 700,1276.74 ,16226.6 ,1512.73
702, 701,1613.62 ,16469.9 ,2020.93
703, 702,946.591 ,15992.1 ,1356.51
704, 703,1452.92 ,16399.8 ,1511.99
705, 704,3024.83 ,16741.2 ,2089.56
706, 705,1639.03 ,16672.2 ,1956.8
707, 706,918.659 ,16409.9 ,1436.02
708, 707,2857.9 ,16970.2 ,2155.8
709, 708,726.453 ,16339.6 ,1308.66
710, 709,1937.66 ,17040.5 ,2071.47
711, 710,3284.63 ,17247.8 ,2238.13
712, 711,1811.45 ,17207.2 ,1947.69
713, 712,2804.37 ,17342.9 ,2180.69
714, 713,1436.82 ,16993.6 ,1673.04
715, 714,448.216 ,16303.7 ,1155.75
716, 715,2228.3 ,17414.1 ,2031.22
717, 716,2635.48 ,17632.1 ,2218.17
718, 717,2223.44 ,17440.5 ,1902.31
719, 718,2812.47 ,17812.1 ,2292.83
720, 719,2091.91 ,17641.9 ,2005.06
721, 720,2601.88 ,17827 ,2126.6
722, 721,1325.89 ,17599.2 ,1750.42
723, 722,2662.91 ,17865.3 ,2039.62
724, 723,956.876 ,17385.4 ,1419.25
725, 724,3210.77 ,18201.4 ,2271.33
726, 725,2494.7 ,18326 ,2338.38
727, 726,2386.8 ,18147.4 ,2073.34
728, 727,1863.43 ,17926.2 ,1754.48
729, 728,2085.21 ,18509.5 ,2221.82
730, 729,1735.97 ,18110.8 ,1755.46
731, 730,1583.52 ,18317.1 ,1772.88
732, 731,2409.6 ,18731.2 ,2278.52
733, 732,1397.08 ,18513.1 ,1842.5
734, 733,1864.13 ,18556.9 ,1962.72
735, 734,1315.67 ,18490.8 ,1552.99
736, 735,1390.66 ,18695.1 ,1694.46
737, 736,2678.94 ,18917.2 ,2135.1
738, 737,990.049 ,18400.6 ,1460.18
739, 738,1297.12 ,18777.1 ,1761.3
740, 739,1878.38 ,18829.8 ,1748.03
741, 740,1370.58 ,19028 ,1637.21
742, 741,2564.11 ,19438.8 ,2357.22
743, 742,3679 ,19709.1 ,2429.52
744, 743,3884.8 ,19698.5 ,2475.17
745, 744,3418.84 ,19727.1 ,2434.1
746, 745,4191.26 ,19764.7 ,2409.04
747, 746,1311.93 ,19495.7 ,1926.35
748, 747,2847.98 ,19773 ,2143.58
749, 748,2516.02 ,20090.3 ,2416.98
750, 749,2789.52 ,19953.3 ,2227.44
751, 750,2800.35 ,20193.3 ,2457.34
752, 751,3077.49 ,20330.7 ,2511.84
753, 752,842.345 ,19832 ,1594.87
754, 753,1872.53 ,20114 ,1990.05
755, 754,977.099 ,19875.4 ,1647.97
756, 755,3434.2 ,20612.8 ,2537.79
757, 756,3473.1 ,20794.6 ,2521.12
758, 757,1617.38 ,20540.8 ,2163.05
759, 758,1969.23 ,20476.2 ,2016.41
760, 759,2357.35 ,20668.3 ,2221.25
761, 760,1120.98 ,20477.2 ,1687.23
762, 761,2541.69 ,21062 ,2515.22
763, 762,2013.08 ,20583.9 ,1950.34
764, 763,2874.61 ,21264.4 ,2506.83
765, 764,1705.84 ,20933.8 ,1912.27
766, 765,2479.25 ,21732.5 ,2500.88
767, 766,1561.02 ,20884.3 ,1893.83
768, 767,2998.1 ,21538.1 ,2549.24
769, 768,3045.93 ,21708.6 ,2643.53
770, 769,3405.96 ,21834.9 ,2614.87
771, 770,1821.6 ,21547.6 ,2218.44
772, 771,3149.7 ,21955.3 ,2626.27
773, 772,2492.02 ,21802 ,2343.2
774, 773,2382.56 ,21643.9 ,2047.57
775, 774,1282.07 ,21797.9 ,1800.45
776, 775,1123.7 ,21322.5 ,1629.73
777, 776,3226.44 ,22141.3 ,2428.51
778, 777,1253.58 ,21777.8 ,1698.1
779, 778,1809.15 ,22064.4 ,2042.26
780, 779,2857.77 ,22401.9 ,2418.28
781, 780,943.342 ,21580.6 ,1561.52
782, 781,1354.08 ,22179.2 ,1964.39
783, 782,1546.35 ,22336.7 ,2121.1
784, 783,3713 ,22836.1 ,2610.95
785, 784,4054.63 ,23039 ,2743.56
786, 785,2444.45 ,22933 ,2549.88
787, 786,3884.72 ,23058.8 ,2564.48
788, 787,4656.05 ,23296.6 ,2768.75
789, 788,2111.96 ,23267.2 ,2570.17
790, 789,3860.82 ,23512.7 ,2821.09
791, 790,3636 ,23523 ,2742.21
792, 791,3461.88 ,23619 ,2763.48
793, 792,1888.88 ,23328 ,2079.37
794, 793,4714.61 ,23699.7 ,2690.8
795, 794,2807.03 ,23577.7 ,2455.37
796, 795,1272.54 ,23252.7 ,1809.18
797, 796,1004.53 ,23326.5 ,1741.75
798, 797,3896.23 ,24175.4 ,2827.37
799, 798,4145.81 ,24355 ,2821.03
800, 799,4023.17 ,24296.6 ,2822.97
801, 800,3096.02 ,24164.3 ,2560.22
802, 801,2081.45 ,23961.4 ,2182.57
803, 802,3116.04 ,24377.3 ,2596.92
804, 803,4967.83 ,24684.1 ,2820.38
805, 804,3981.59 ,24698.3 ,2741.46
806, 805,5525.97 ,24924.9 ,2905.44
807, 806,1593.32 ,24530 ,2270.12
808, 807,1899.68 ,24437.7 ,2134.96
809, 808,728.921 ,23456.8 ,1543.92
810, 809,3952.93 ,25166.5 ,2772.42
811, 810,2492.87 ,24811.9 ,2251.4
812, 811,2310.86 ,24908 ,2270.87
813, 812,1108.37 ,24709.9 ,1874.22
814, 813,1751.61 ,25312.3 ,2229.37
815, 814,2746.34 ,25573.1 ,2733.75
816, 815,1811.4 ,25281 ,2237.12
817, 816,896.851 ,24336.3 ,1624.29
818, 817,2645.33 ,25341.4 ,2087.7
819, 818,3044.12 ,25984.3 ,2885.74
820, 819,2247.5 ,25700.7 ,2352.52
821, 820,1554.9 ,25627.2 ,2249.62
822, 821,3166.82 ,26211.2 ,2804.32
823, 822,1660.94 ,25997.3 ,2210.83
824, 823,1804.69 ,25746.1 ,2018.72
825, 824,4636.88 ,26668.3 ,3038.13
826, 825,3052.75 ,27226.3 ,2888.95
827, 826,2102.12 ,26108.1 ,2255.98
828, 827,5167.22 ,26836.2 ,2938.02
829, 828,3466.44 ,26962.6 ,2849.64
830, 829,1567.99 ,26143.9 ,1916.98
831, 830,3147.09 ,27278.4 ,3061.89
832, 831,2775.26 ,27218.7 ,2905.8
833, 832,4395.6 ,27505.6 ,3128.93
834, 833,1756.21 ,26809.5 ,2282.54
835, 834,2706.41 ,27188.7 ,2656.75
836, 835,1223.32 ,26929.4 ,2023.87
837, 836,2866.78 ,27116.2 ,2333.09
838, 837,4812.95 ,27928.6 ,3077.22
839, 838,3183.31 ,27761.2 ,2810.78
840, 839,4534.25 ,28103.1 ,3201.94
841, 840,3845.65 ,28188.5 ,3177.66
842, 841,4813.54 ,28370.6 ,3174.01
843, 842,2628.35 ,28023.5 ,2741.78
844, 843,2637.38 ,28142.6 ,2680.18
845, 844,3427.85 ,28300.7 ,2846.04
846, 845,4161.19 ,28788.4 ,3239.36
847, 846,1690.6 ,28686.6 ,2302.53
848, 847,3329.87 ,28685.6 ,3026.23
849, 848,1453.09 ,27945.3 ,2053.04
850, 849,2119.9 ,28683.7 ,2246.22
851, 850,2534.38 ,28375.7 ,2306.54
852, 851,2181.67 ,28736.5 ,2562.62
853, 852,1560.02 ,28291 ,2117.12
854, 853,5945.97 ,29693.1 ,3278.67
855, 854,4077.81 ,29624.2 ,3261.88
856, 855,4841.06 ,29674.1 ,3276.74
857, 856,3449.91 ,29795.9 ,3185.06
858, 857,3380.01 ,29723.6 ,3122.29
859, 858,3552.46 ,29615.9 ,2873.24
860, 859,1318.78 ,28956.3 ,2009.23
861, 860,1588.69 ,29443.4 ,2302.31
862, 861,3819.8 ,29722.9 ,2696.06
863, 862,4221.44 ,30433.6 ,3286.66
864, 863,4491.83 ,30104.8 ,2890.99
865, 864,3343.73 ,30309.9 ,2863.78
866, 865,2025.86 ,30199.8 ,2465.4
867, 866,3453.29 ,30719.3 ,3267.75
868, 867,4104.33 ,31004.9 ,3374.11
869, 868,2073.52 ,30589.2 ,2543.44
870, 869,2828.9 ,30776.1 ,2913.55
871, 870,3049.18 ,30460.9 ,2602.53
872, 871,3966.57 ,31582.7 ,3273.3
873, 872,3249.65 ,30910.5 ,2585.82
874, 873,4963.88 ,31186.8 ,2996.08
875, 874,2666.21 ,31191.2 ,2740.66
876, 875,4667.76 ,31716.5 ,3402.06
877, 876,3217.39 ,31575.7 ,2879.83
878, 877,2404.05 ,31323.3 ,2732.62
879, 878,3395.77 ,31576.8 ,2847.48
880, 879,4423.16 ,32261.4 ,3482.61
881, 880,1837.58 ,31716.9 ,2450
882, 881,2348.14 ,31796.1 ,2707.97
883, 882,3076.3 ,32288.7 ,3212.01
884, 883,1356.69 ,31219.8 ,2063.31
885, 884,3308.5 ,32488.7 ,3035.96
886, 885,3316.2 ,32794.3 ,3353.65
887, 886,4348.44 ,32951.2 ,3480.31
888, 887,1761.83 ,32022.4 ,2504.42
889, 888,4260.19 ,32786.8 ,3092.23
890, 889,3585.62 ,32863.6 ,3098.01
891, 890,4571.03 ,33096.9 ,3277.44
892, 891,4192.49 ,33550.4 ,3402.37
893, 892,3754.9 ,33486.9 ,3378.34
894, 893,1804.22 ,32529.3 ,2244.29
895, 894,2937.78 ,33812.1 ,3465.62
896, 895,4118.88 ,33998.4 ,3575.78
897, 896,4662.79 ,34067.7 ,3564.26
898, 897,5810.7 ,33781.9 ,3192.33
899, 898,3122.67 ,33943.3 ,3157.14
900, 899,4603.96 ,34228.3 ,3395.27
901, 900,5932.29 ,34840.8 ,3712.94
902, 901,2481.67 ,34171 ,2497.06
903, 902,3601.54 ,34024.4 ,2815.89
904, 903,3032.18 ,34613.9 ,3339.25
905, 904,3250.12 ,34218.8 ,2707.85
906, 905,4769.81 ,34972.9 ,3535.14
907, 906,3202.43 ,34501.3 ,2804.84
908, 907,2838.2 ,34871.8 ,3182.28
909, 908,4629.79 ,35438.6 ,3655.8
910, 909,5981.35 ,35619 ,3667.19
911, 910,1737.07 ,34903.5 ,2452.93
912, 911,2039.5 ,35250.7 ,2718.44
913, 912,898.319 ,34271.1 ,2070.79
914, 913,5179.61 ,35943.1 ,3679.31
915, 914,4069.4 ,35599.7 ,3214.8
916, 915,3644.14 ,36332 ,3763.68
917, 916,1459.91 ,35531.2 ,2395.08
918, 917,2091.89 ,35489.7 ,2793.7
919, 918,4890.05 ,36658.7 ,3763.31
920, 919,2326.48 ,35913.4 ,2971.01
921, 920,2341.89 ,35727.5 ,2426.23
922, 921,5511.26 ,37023 ,3867.52
923, 922,2485.59 ,36156.6 ,2660.97
924, 923,2314.43 ,36097.5 ,2704.99
925, 924,5232.51 ,37162.7 ,3651.43
926, 925,2586.13 ,36423.1 ,2761.52
927, 926,5062 ,37525 ,3774.2
928, 927,2931.26 ,37002.5 ,3013.95
929, 928,4960.74 ,37745 ,3847.15
930, 929,2713.38 ,37250.4 ,3018.72
931, 930,1451.1 ,37193.4 ,2533.26
932, 931,2323.4 ,37559.5 ,2776.77
933, 932,4530.1 ,37989.8 ,3621.29
934, 933,3798.66 ,37738.9 ,3284.88
935, 934,3343.51 ,38037.2 ,3335.95
936, 935,5312.67 ,38588.2 ,3830.77
937, 936,1769.43 ,37623.2 ,2635.82
938, 937,2469.34 ,38516.8 ,2735.07
939, 938,2569.38 ,38330.1 ,3108.41
940, 939,7278.72 ,38965.3 ,3801.76
941, 940,3895.53 ,39275.7 ,3914.41
942, 941,3097.85 ,38726.4 ,3264.44
943, 942,1543.27 ,38193.1 ,2467.89
944, 943,4898.7 ,39369.8 ,3776.3
945, 944,2354.46 ,38604.5 ,2734.23
946, 945,4782.31 ,39992.1 ,3944.4
947, 946,6177.64 ,39738.5 ,3712.66
948, 947,3920.28 ,39835.3 ,3781.66
949, 948,3021.49 ,39541.2 ,3077.35
950, 949,4410.7 ,39694.3 ,3254.59
951, 950,2344.17 ,40162.4 ,2888.08
952, 951,2799.8 ,40035 ,3428.94
953, 952,3566.79 ,40466.5 ,3695.86
954, 953,4423.79 ,40550.9 ,3762
955, 954,3795.95 ,40824.5 ,3871.9
956, 955,3379.83 ,40582.4 ,3528.1
957, 956,3111.15 ,40692 ,3388.35
958, 957,3906.25 ,40504.5 ,3095.6
959, 958,5358.62 ,41451.1 ,4074.3
960, 959,2093.3 ,40660.9 ,2707.14
961, 960,5485 ,41845.1 ,4222.21
962, 961,2805.24 ,41220.8 ,3255.2
963, 962,4458.11 ,42003.6 ,4163.11
964, 963,3280.88 ,41641.5 ,3624.4
965, 964,4867.28 ,42230.7 ,4112.8
966, 965,5311.72 ,42110.7 ,3972.64
967, 966,2671.13 ,41668.9 ,2897.62
968, 967,5494.79 ,42643.1 ,4264.15
969, 968,4061.75 ,42295.8 ,3744.22
970, 969,2563.64 ,42159.1 ,3117.45
971, 970,2288.96 ,42666.8 ,3010.58
972, 971,5090.6 ,43106.1 ,4051.12
973, 972,2932.95 ,42605.1 ,3447.31
974, 973,3104.05 ,42176.8 ,2852.84
975, 974,4458.1 ,42924 ,3584.01
976, 975,5129.13 ,43404.3 ,3901.02
977, 976,4740.15 ,43746.8 ,4085.95
978, 977,6432.54 ,43896 ,4190.61
979, 978,2686.79 ,43316.3 ,3089.98
980, 979,1865.6 ,43359.4 ,2867.69
981, 980,5527.7 ,44358.2 ,4308.43
982, 981,5721.45 ,44283.7 ,4195.91
983, 982,4390.84 ,44098.5 ,3814.87
984, 983,5923.83 ,44600.8 ,4222.69
985, 984,3039.25 ,44115.9 ,3214.08
986, 985,4143.49 ,44494.4 ,3626.56
987, 986,3096.19 ,44380.5 ,3418.11
988, 987,6996.26 ,45225 ,4282.44
989, 988,3601.87 ,44750.4 ,3634.63
990, 989,4280.32 ,45101.5 ,3936.72
991, 990,4784.21 ,44913.9 ,3549.23
992, 991,3982.67 ,45623.5 ,4112.95
993, 992,3041.05 ,45072.1 ,3565.27
994, 993,2103.87 ,45559.7 ,3055.38
995, 994,2248.68 ,45608.7 ,3060.94
996, 995,2470.84 ,45289 ,3342.67
997, 996,6614.05 ,46502 ,4453.41
998, 997,3535.66 ,46023.5 ,3504.15
999, 998,3573.96 ,45952.8 ,3297.43
1000, 999,6640.67 ,46827.8 ,4246.22
